Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Category,Units_Sold,Unit_Price,Revenue,Discount(%),Festival_Season,Festival_Name,Payment_Method,Delivery_Time(days),Customer_Rating,Returned
ORD101435,2024-10-29,CUST4719,Regular,Groceries,1,278,275.21999999999997,1.0,Yes,Diwali,COD,1,3.3,No
ORD101436,2024-01-12,CUST3600,New,Groceries,3,5852,13167.0,25.0,No,None,Credit Card,7,2.6,No
ORD101437,2024-11-13,CUST2736,New,Beauty,1,577,519.3000000000001,10.0,No,None,Credit Card,4,3.0,No
ORD101438,2024-03-20,CUST7720,Premium,Electronics,2,364,553.28,24.0,Yes,Holi,COD,7,3.3,Yes
ORD101439,2024-08-03,CUST3584,Regular,Groceries,5,8167,27359.449999999997,33.0,No,None,Wallet,3,4.9,No
ORD101440,2024-12-04,CUST9978,Regular,Groceries,3,6141,11053.8,40.0,No,None,UPI,5,3.8,No
ORD101441,2024-09-20,CUST1345,Regular,Fashion,2,8546,17092.0,0.0,No,None,Credit Card,2,4.3,No
ORD101442,2024-05-28,CUST7729,Regular,Fashion,1,1346,942.1999999999999,30.0,No,None,COD,4,4.2,No
ORD101443,2024-03-21,CUST7127,Regular,Electronics,4,9455,23826.6,37.0,Yes,Holi,Credit Card,6,5.0,No
ORD101444,2024-08-02,CUST6555,Regular,Beauty,2,2416,3817.28,21.0,No,None,UPI,4,3.9,No
ORD101445,2024-07-16,CUST8070,Premium,Electronics,4,5649,22370.04,1.0,No,None,UPI,7,4.0,Yes
ORD101446,2024-07-18,CUST1571,Premium,Electronics,4,1663,3592.0800000000004,46.0,No,None,UPI,6,3.3,No
ORD101447,2024-01-25,CUST5506,Regular,Fashion,3,3670,11010.0,0.0,Yes,Republic Day,Credit Card,4,4.1,No
ORD101448,2024-03-29,CUST4066,Regular,Fashion,5,1716,6606.6,23.0,Yes,Holi,Wallet,1,4.4,No
ORD101449,2024-09-24,CUST1189,New,Beauty,1,4623,2357.73,,No,None,Wallet,2,2.8,Yes
ORD101450,2024-05-22,CUST4323,Regular,Groceries,1,1726,1121.9,35.0,No,None,Wallet,2,3.7,No
ORD101451,2024-02-28,CUST3345,Premium,Beauty,2,988,1106.5600000000002,44.0,No,None,COD,1,3.6,No
ORD101452,2024-12-30,CUST7631,Regular,Groceries,1,6720,4368.0,,Yes,Christmas/New Year,Wallet,1,2.8,No
ORD101453,2024-01-26,CUST9220,Regular,Home Decor,3,7621,12346.02,46.0,Yes,Republic Day,Wallet,6,3.4,No
ORD101454,2024-02-16,CUST1397,Regular,Fashion,1,6777,4540.589999999999,33.0,No,None,UPI,6,3.8,No
ORD101455,2024-10-14,CUST8052,Regular,Home Decor,2,2748,5056.320000000001,8.0,No,None,COD,6,4.1,No
ORD101456,2024-09-22,CUST9607,New,Home Decor,1,7452,6632.28,11.0,No,None,UPI,7,3.2,No
ORD101457,2024-01-16,CUST5347,Premium,Fashion,5,4808,13222.000000000002,45.0,No,None,Credit Card,1,3.7,No
ORD101458,2024-07-17,CUST6078,Regular,Home Decor,4,8907,28858.68,19.0,No,None,Credit Card,7,4.3,Yes
ORD101459,2024-10-08,CUST5701,New,Electronics,4,6840,26539.2,3.0,No,None,UPI,7,3.6,No
ORD101460,2024-03-26,CUST2186,Regular,Groceries,4,6945,23890.8,14.0,Yes,Holi,COD,3,4.9,No
ORD101461,2024-09-06,CUST5832,New,Beauty,5,3262,15820.699999999999,3.0,No,,Wallet,4,2.6,No
ORD101462,2024-09-26,CUST8401,New,Fashion,3,5481,15785.279999999999,4.0,No,None,Wallet,3,3.2,No
ORD101463,2024-11-30,CUST2443,Regular,Electronics,2,4962,9030.84,9.0,No,None,COD,2,2.8,No
ORD101464,2024-04-26,CUST9927,Regular,Beauty,5,9959,28383.15,43.0,No,None,Wallet,1,3.9,No
ORD101465,2024-01-07,CUST3082,Regular,Beauty,2,9840,11217.6,43.0,No,None,Wallet,4,2.9,No
ORD101466,2024-05-16,CUST4041,Premium,Beauty,3,1166,2133.7799999999997,39.0,No,None,UPI,6,4.4,No
ORD101467,2024-06-24,CUST9787,Premium,Home Decor,5,6276,20397.0,35.0,No,None,Credit Card,5,4.8,No
ORD101468,2024-11-23,CUST4269,New,Home Decor,1,5894,3890.0399999999995,34.0,No,None,COD,7,3.0,No
ORD101469,2024-11-10,CUST8451,Premium,Home Decor,3,8755,26265.0,0.0,Yes,Diwali,COD,4,4.8,No
ORD101470,2024-08-02,CUST7368,Regular,Home Decor,4,307,1019.2399999999999,17.0,No,None,Wallet,5,4.1,No
ORD101471,2024-03-22,CUST2393,Regular,Electronics,5,7381,25833.5,30.0,Yes,Holi,Wallet,4,3.0,No
ORD101472,2024-08-10,CUST5630,Premium,Home Decor,3,9014,14873.1,45.0,Yes,Independence Day,Credit Card,1,4.3,No
ORD101473,2024-04-12,CUST9776,Regular,Fashion,3,4616,7200.96,48.0,No,None,COD,5,2.7,No
ORD101474,2024-09-29,CUST6744,Premium,Beauty,5,709,3367.75,5.0,No,None,UPI,5,4.2,No
ORD101475,2024-01-14,CUST6751,Regular,Electronics,4,7015,26657.0,5.0,No,None,Credit Card,2,4.7,No
ORD101476,2024-06-07,CUST7817,Regular,Home Decor,4,9456,22316.160000000003,41.0,No,None,UPI,4,4.9,No
ORD101477,2024-05-31,CUST6502,Regular,Beauty,3,4065,9999.900000000001,18.0,No,None,Credit Card,3,2.6,No
ORD101478,2024-04-17,CUST5171,Premium,Electronics,2,8695,11999.099999999999,31.0,No,None,UPI,6,2.7,No
ORD101479,2024-07-06,CUST4960,Regular,Beauty,3,9360,16567.2,41.0,No,,,3,4.8,No
ORD101480,2024-10-27,CUST8091,Premium,Electronics,5,9830,34896.5,29.0,Yes,Diwali,UPI,2,4.5,No
ORD101481,2024-04-07,CUST9341,Regular,Groceries,5,4071,15266.25,25.0,No,None,COD,2,4.4,No
ORD101482,2024-05-10,CUST8825,Premium,Electronics,5,5713,27993.7,2.0,No,None,Wallet,2,4.4,No
ORD101483,2024-10-19,CUST5453,Premium,Home Decor,4,6708,18245.76,32.0,No,None,COD,1,4.3,No
ORD101484,2024-06-19,CUST5173,Regular,Beauty,1,7364,3755.64,49.0,No,None,UPI,1,4.0,No
ORD101485,2024-07-01,CUST5612,Premium,Beauty,5,3700,12950.0,30.0,No,None,Wallet,1,4.5,No
ORD101486,2024-12-29,CUST4408,Regular,Beauty,5,2399,6477.3,46.0,Yes,Christmas/New Year,UPI,1,2.6,No
ORD101487,2024-02-08,CUST9947,Regular,Fashion,2,4101,6643.620000000001,19.0,No,None,Credit Card,2,4.4,No
ORD101488,2024-01-15,CUST2045,Regular,Fashion,2,7958,15438.52,3.0,No,None,Wallet,2,4.0,Yes
ORD101489,2024-01-04,CUST9610,Premium,Home Decor,3,6270,12978.9,31.0,No,None,COD,7,4.8,No
ORD101490,2024-12-14,CUST5205,New,Groceries,3,2470,6150.299999999999,17.0,No,None,UPI,1,4.8,Yes
ORD101491,2024-07-28,CUST1903,Premium,Fashion,3,5585,15247.050000000001,9.0,No,None,Wallet,1,3.1,No
ORD101492,2024-06-09,CUST5466,Premium,Electronics,5,429,1694.5500000000002,21.0,No,None,COD,5,4.5,No
ORD101493,2024-01-16,CUST9668,Premium,Home Decor,2,2686,4512.48,16.0,No,None,Credit Card,4,4.9,No
ORD101494,2024-04-17,CUST1387,Regular,Groceries,3,8541,15117.570000000002,41.0,No,None,UPI,5,3.2,No
ORD101495,2024-11-06,CUST2067,New,Electronics,2,1109,2151.46,3.0,Yes,Diwali,COD,4,4.6,Yes
ORD101496,2024-08-14,CUST4348,Regular,Beauty,5,1177,3766.4,36.0,Yes,Independence Day,Wallet,1,4.0,No
ORD101497,2024-06-18,CUST3867,New,Fashion,5,834,3919.7999999999997,6.0,No,None,Credit Card,1,3.5,No
ORD101498,2024-02-03,CUST6909,Premium,Electronics,3,6189,17267.309999999998,7.0,No,None,UPI,6,4.6,No
ORD101499,2024-09-07,CUST2906,Premium,Groceries,5,4917,24585.0,0.0,No,None,COD,1,4.7,No
ORD101500,2024-09-03,CUST5397,Premium,Home Decor,5,2390,11113.5,7.0,No,None,Credit Card,5,3.2,Yes
ORD101501,2024-09-25,CUST5714,Regular,Electronics,2,5389,8837.960000000001,18.0,No,None,Credit Card,2,4.5,No
ORD101502,2024-05-20,CUST1447,Premium,Home Decor,1,5139,4316.76,16.0,No,None,COD,4,2.6,No
ORD101503,2024-09-30,CUST6635,Regular,Beauty,4,7281,17474.399999999998,40.0,No,None,UPI,7,3.5,No
ORD101504,2024-04-05,CUST9480,Premium,Groceries,3,3674,5841.66,47.0,No,None,COD,6,2.7,No
ORD101505,2024-08-14,CUST9671,Premium,Groceries,1,6895,6343.400000000001,8.0,Yes,Independence Day,Credit Card,5,3.2,No
ORD101506,2024-02-08,CUST4753,New,Fashion,3,7394,18854.7,15.0,No,None,Credit Card,6,4.9,No
ORD101507,2024-10-28,CUST8723,Premium,Groceries,1,2065,1156.4,44.0,Yes,Diwali,Wallet,1,4.3,No
ORD101508,2024-01-29,CUST7996,Regular,Electronics,5,498,1593.6000000000001,36.0,Yes,Republic Day,UPI,2,4.4,Yes
ORD101509,2024-11-13,CUST8477,Regular,Electronics,3,2939,6524.58,26.0,No,None,COD,7,2.8,No
ORD101510,2024-09-01,CUST2504,Premium,Electronics,1,6901,6831.99,1.0,No,,UPI,5,3.9,No
ORD101511,2024-08-23,CUST9796,Regular,Beauty,4,3925,10205.0,35.0,No,None,UPI,4,3.5,No
ORD101512,2024-07-03,CUST4672,Regular,Groceries,5,4740,21093.0,11.0,No,None,Credit Card,6,4.3,No
ORD101513,2024-09-28,CUST2035,New,Groceries,3,8489,12988.17,49.0,No,None,Wallet,6,2.9,No
ORD101514,2024-08-23,CUST7072,Premium,Electronics,3,5014,9927.72,34.0,No,None,COD,6,3.2,No
ORD101515,2024-08-26,CUST5858,Premium,Fashion,1,6334,4433.799999999999,30.0,Yes,Raksha Bandhan,COD,1,4.7,No
ORD101516,2024-09-22,CUST1167,Regular,Fashion,3,3722,9156.12,18.0,No,None,Wallet,4,2.9,Yes
ORD101517,2024-12-24,CUST5582,Premium,Groceries,5,4618,17317.5,25.0,Yes,Christmas/New Year,Wallet,6,4.1,No
ORD101518,2024-12-05,CUST5145,Regular,Groceries,2,7018,9123.4,35.0,No,None,Credit Card,1,3.3,No
ORD101519,2024-03-05,CUST7727,Premium,Home Decor,1,8324,8074.28,3.0,No,None,Credit Card,1,2.7,No
ORD101520,2024-06-25,CUST7184,Regular,Groceries,4,8362,17727.440000000002,47.0,No,None,COD,3,3.1,No
ORD101521,2024-01-03,CUST9024,New,Electronics,3,5689,9898.86,42.0,No,None,Wallet,4,4.7,Yes
ORD101522,2024-05-21,CUST1816,Regular,Beauty,5,6285,21997.5,30.0,No,None,UPI,7,4.8,No
ORD101523,2024-06-06,CUST2911,Regular,Groceries,3,9237,24385.68,12.0,No,None,UPI,2,3.5,No
ORD101524,2024-11-19,CUST7084,Premium,Groceries,4,4385,10173.2,42.0,No,None,Wallet,1,4.1,No
ORD101525,2024-05-25,CUST2598,Premium,Electronics,5,4426,13720.6,38.0,No,None,COD,2,3.8,No
ORD101526,2024-10-19,CUST4119,Regular,Home Decor,4,8296,18251.2,45.0,No,None,UPI,5,3.2,No
ORD101527,2024-06-01,CUST7445,Premium,Groceries,5,4081,19792.85,,No,,UPI,1,3.4,Yes
ORD101528,2024-07-11,CUST9408,Regular,Fashion,2,7892,9628.24,39.0,No,None,Wallet,6,3.8,No
ORD101529,2024-03-13,CUST4829,New,Fashion,5,9444,26915.4,43.0,No,None,Credit Card,1,4.2,Yes
ORD101530,2024-10-31,CUST7726,New,Fashion,4,3815,13428.8,12.0,Yes,Diwali,UPI,6,3.4,No
ORD101531,2024-12-09,CUST3558,Regular,Beauty,1,7005,4203.0,40.0,No,None,Credit Card,1,4.2,No
ORD101532,2024-05-19,CUST3499,New,Beauty,2,3357,6176.88,8.0,No,None,UPI,6,4.9,No
ORD101533,2024-07-05,CUST7684,Regular,Groceries,3,2305,6845.85,1.0,No,None,COD,2,2.6,No
ORD101534,2024-10-19,CUST5097,Regular,Groceries,2,5376,7096.319999999999,34.0,No,None,Credit Card,3,2.9,No
ORD101535,2024-03-01,CUST2223,New,Groceries,2,1193,2123.54,11.0,No,None,COD,7,4.8,No
ORD101536,2024-07-16,CUST5026,Premium,Beauty,3,3296,8305.92,16.0,No,None,Credit Card,4,2.7,No
ORD101537,2024-10-21,CUST2824,Regular,Groceries,5,389,1886.6499999999999,3.0,Yes,Diwali,Wallet,1,4.4,No
ORD101538,2024-11-14,CUST9854,Regular,Electronics,2,3098,5390.5199999999995,13.0,No,None,Wallet,4,4.1,No
ORD101539,2024-10-28,CUST8565,Regular,Home Decor,2,6056,9689.6,20.0,Yes,Diwali,UPI,6,2.6,Yes
ORD101540,2024-12-09,CUST8021,New,Fashion,1,4449,2669.4,40.0,No,None,COD,4,,No
ORD101541,2024-01-11,CUST8945,Regular,Fashion,1,5588,5196.839999999999,7.0,No,None,Credit Card,6,3.8,No
ORD101542,2024-03-02,CUST7875,Regular,Electronics,4,7246,19709.12,32.0,No,None,COD,4,2.8,No
ORD101543,2024-11-28,CUST1730,Regular,Groceries,3,3611,6066.4800000000005,44.0,No,None,COD,6,4.7,No
ORD101544,2024-08-13,CUST1198,Regular,Beauty,5,9438,34448.7,27.0,Yes,Independence Day,UPI,2,3.7,Yes
ORD101545,2024-06-01,CUST8776,Regular,Groceries,5,805,3944.5,2.0,No,None,Wallet,6,3.1,No
ORD101546,2024-07-17,CUST7963,Regular,Groceries,4,1566,5449.68,,No,None,Credit Card,4,2.9,No
ORD101547,2024-02-21,CUST2212,Regular,Fashion,5,6682,27396.2,18.0,No,None,UPI,5,4.6,No
ORD101548,2024-09-16,CUST8153,Regular,Fashion,5,9456,44916.0,5.0,No,None,COD,7,,No
ORD101549,2024-02-28,CUST4457,New,Beauty,1,5995,3896.75,35.0,No,None,Wallet,6,4.3,No
ORD101550,2024-03-12,CUST1042,Regular,Fashion,5,717,2903.8500000000004,19.0,No,None,Wallet,2,2.7,No
ORD101551,2024-05-27,CUST1568,Premium,Groceries,5,5418,27090.0,0.0,No,None,Credit Card,2,4.1,No
ORD101552,2024-12-14,CUST5897,Premium,Electronics,4,4007,14585.480000000001,9.0,No,None,Wallet,5,4.7,No
ORD101553,2024-03-03,CUST5983,New,Beauty,4,5635,19835.2,12.0,No,None,COD,3,4.4,Yes
ORD101554,2024-11-05,CUST9089,New,Electronics,2,2472,4400.16,11.0,Yes,Diwali,Wallet,3,2.8,No
ORD101555,2024-08-30,CUST5219,Regular,Groceries,5,2508,11286.0,10.0,Yes,Raksha Bandhan,COD,6,4.9,No
ORD101556,2024-12-31,CUST9833,Regular,Beauty,5,9494,30855.5,35.0,Yes,Christmas/New Year,Credit Card,1,2.7,Yes
ORD101557,2024-11-25,CUST9909,Regular,Electronics,5,4992,20966.399999999998,16.0,No,None,COD,3,3.9,No
ORD101558,2024-04-16,CUST8334,Regular,Beauty,1,1010,545.4000000000001,46.0,No,None,Wallet,7,4.9,No
ORD101559,2024-08-13,CUST3619,Premium,Groceries,5,8468,30484.8,28.0,Yes,Independence Day,Wallet,1,4.6,No
ORD101560,2024-11-08,CUST1416,Premium,Beauty,1,2509,2458.82,2.0,Yes,Diwali,Credit Card,7,4.2,No
ORD101561,2024-08-05,CUST1355,New,Groceries,2,8108,11675.52,28.0,No,None,Credit Card,4,4.6,No
ORD101562,2024-08-28,CUST7909,Regular,Beauty,3,9417,25708.41,9.0,Yes,Raksha Bandhan,Wallet,1,4.2,No
ORD101563,2024-09-15,CUST7549,New,Beauty,5,4639,12757.250000000002,45.0,No,None,Credit Card,3,2.6,No
ORD101564,2024-09-18,CUST7072,Regular,Fashion,4,6589,21611.920000000002,18.0,No,None,COD,1,3.4,No
ORD101565,2024-01-05,CUST4242,Regular,Groceries,4,3758,14581.039999999999,3.0,No,None,UPI,2,3.6,No
ORD101566,2024-09-17,CUST9645,Regular,Home Decor,5,8208,22572.000000000004,45.0,No,None,COD,7,3.9,No
ORD101567,2024-02-23,CUST7739,Premium,Beauty,1,1045,658.35,37.0,No,None,COD,3,3.1,No
ORD101568,2024-02-16,CUST3332,Regular,Electronics,4,9084,32339.04,11.0,No,None,Credit Card,7,4.7,No
ORD101569,2024-08-02,CUST6315,New,Fashion,4,1532,4289.599999999999,30.0,No,None,UPI,1,3.1,No
ORD101570,2024-06-25,CUST6256,New,Fashion,2,6500,12870.0,1.0,No,None,Wallet,3,4.1,No
ORD101571,2024-01-09,CUST9607,New,Beauty,2,1474,1532.96,48.0,No,None,Credit Card,7,4.7,No
ORD101572,2024-04-08,CUST6270,Regular,Home Decor,2,7366,14732.0,0.0,No,None,COD,5,4.3,Yes
ORD101573,2024-01-20,CUST4372,New,Fashion,4,9636,32376.96,16.0,Yes,Republic Day,UPI,3,2.8,No
ORD101574,2024-08-28,CUST9021,Premium,Groceries,4,537,1632.48,24.0,Yes,Raksha Bandhan,Credit Card,7,4.9,No
ORD101575,2024-03-01,CUST9968,Regular,Beauty,5,3494,16771.2,4.0,No,None,COD,5,2.7,No
ORD101576,2024-06-26,CUST8050,Regular,Beauty,5,536,1420.4,47.0,No,None,COD,1,3.0,No
ORD101577,2024-12-03,CUST6396,Regular,Home Decor,1,2067,1798.29,13.0,No,None,Wallet,5,2.8,No
ORD101578,2024-03-02,CUST2466,Regular,Groceries,4,7114,25894.96,9.0,No,None,Wallet,3,4.2,No
ORD101579,2024-05-24,CUST4630,Premium,Groceries,5,694,2776.0,20.0,No,None,UPI,2,4.5,No
ORD101580,2024-08-03,CUST3954,New,Home Decor,5,4842,18399.6,24.0,No,None,COD,5,3.1,No
ORD101581,2024-01-03,CUST1229,Regular,Electronics,2,4086,5393.5199999999995,34.0,No,None,COD,3,4.9,No
ORD101582,2024-06-08,CUST9989,Premium,Groceries,2,8552,16761.92,2.0,No,None,Wallet,2,2.8,No
ORD101583,2024-08-14,CUST1269,New,Electronics,2,2236,3711.7599999999998,17.0,Yes,Independence Day,COD,4,3.3,No
ORD101584,2024-09-25,CUST1011,Regular,Electronics,3,9899,15145.470000000001,49.0,No,None,Wallet,6,3.7,No
ORD101585,2024-04-29,CUST8535,New,Beauty,5,5283,17169.75,35.0,No,None,COD,5,4.5,No
ORD101586,2024-03-29,CUST2541,Premium,Beauty,2,3760,4662.4,38.0,Yes,Holi,Wallet,5,3.4,Yes
ORD101587,2024-11-24,CUST2673,Premium,Fashion,2,9767,13283.119999999999,32.0,No,None,Wallet,1,2.9,Yes
ORD101588,2024-03-08,CUST9445,Regular,Beauty,4,9945,21083.4,,No,None,UPI,4,3.7,No
ORD101589,2024-12-22,CUST2743,Premium,Groceries,2,2481,4168.08,16.0,Yes,Christmas/New Year,COD,1,3.7,No
ORD101590,2024-04-07,CUST2189,Regular,Groceries,4,1801,4394.44,39.0,No,None,COD,1,2.5,No
ORD101591,2024-09-23,CUST1273,Premium,Electronics,1,1499,1424.05,5.0,No,None,Wallet,3,2.6,No
ORD101592,2024-04-14,CUST5179,Regular,Groceries,2,9102,12196.679999999998,33.0,No,None,COD,7,3.2,No
ORD101593,2024-11-18,CUST4810,New,Beauty,4,4367,13101.0,25.0,No,None,Wallet,1,4.4,Yes
ORD101594,2024-05-02,CUST3846,Regular,Beauty,2,2246,2650.28,41.0,No,None,UPI,7,3.4,No
ORD101595,2024-01-29,CUST4987,Regular,Beauty,1,3081,2156.7,30.0,Yes,Republic Day,UPI,5,3.0,No
ORD101596,2024-05-16,CUST5040,Premium,Home Decor,2,5674,5900.96,48.0,No,None,Wallet,1,2.8,No
ORD101597,2024-07-13,CUST7319,Regular,Groceries,4,2017,5889.639999999999,27.0,No,None,Credit Card,2,3.2,No
ORD101598,2024-08-13,CUST9301,Premium,Fashion,1,2398,1558.7,35.0,Yes,Independence Day,UPI,5,3.7,No
ORD101599,2024-11-27,CUST2378,New,Groceries,1,3532,3108.16,12.0,No,None,COD,6,,No
ORD101600,2024-06-18,CUST4899,Premium,Groceries,1,1303,1042.4,20.0,No,None,Wallet,3,2.5,No
ORD101601,2024-01-09,CUST8095,Regular,Home Decor,3,3377,7598.25,25.0,No,None,Wallet,1,2.8,No
ORD101602,2024-02-09,CUST4123,Premium,Groceries,4,5015,14042.0,30.0,No,None,UPI,2,4.3,No
ORD101603,2024-01-25,CUST9889,Premium,Electronics,3,2377,6061.349999999999,15.0,Yes,Republic Day,Wallet,6,3.7,No
ORD101604,2024-09-17,CUST6298,New,Beauty,1,1394,975.8,30.0,No,None,UPI,7,3.6,No
ORD101605,2024-08-13,CUST7048,Regular,Beauty,3,4701,12410.64,12.0,Yes,Independence Day,Wallet,2,2.5,No
ORD101606,2024-05-03,CUST7491,Regular,Home Decor,2,6241,8862.22,29.0,No,None,UPI,5,4.3,No
ORD101607,2024-02-07,CUST9580,Premium,Beauty,3,8927,18478.89,31.0,No,None,COD,1,3.0,Yes
ORD101608,2024-11-23,CUST7638,Regular,Electronics,5,7260,34848.0,4.0,No,None,Credit Card,2,2.7,No
ORD101609,2024-09-07,CUST7396,Regular,Home Decor,1,9461,8420.29,11.0,No,None,Credit Card,1,4.6,No
ORD101610,2024-06-24,CUST3270,Regular,Fashion,1,8524,5284.88,38.0,No,None,Credit Card,5,3.7,No
ORD101611,2024-03-30,CUST3990,New,Beauty,4,463,1111.2,40.0,Yes,Holi,Credit Card,4,4.4,No
ORD101612,2024-02-06,CUST7480,New,Groceries,2,4662,5967.36,36.0,No,None,UPI,2,4.6,No
ORD101613,2024-11-11,CUST9787,Premium,Electronics,4,7168,27811.84,3.0,No,None,Wallet,3,4.9,No
ORD101614,2024-06-24,CUST5547,Regular,Electronics,3,2252,3986.0400000000004,41.0,No,None,Credit Card,7,4.1,No
ORD101615,2024-10-10,CUST5068,Regular,Beauty,5,5146,13636.900000000001,47.0,No,None,Wallet,1,2.7,No
ORD101616,2024-03-21,CUST6157,New,Fashion,5,6025,17472.500000000004,42.0,Yes,Holi,UPI,6,3.9,No
ORD101617,2024-04-23,CUST7713,New,Groceries,5,6244,22478.399999999998,28.0,No,None,UPI,5,3.8,Yes
ORD101618,2024-02-09,CUST1977,New,Fashion,5,4289,12867.0,40.0,No,None,Credit Card,5,2.6,No
ORD101619,2024-10-27,CUST3503,Premium,Fashion,2,557,1069.44,4.0,Yes,Diwali,COD,6,3.3,No
ORD101620,2024-08-11,CUST1191,Regular,Beauty,3,5705,15403.5,10.0,Yes,Independence Day,Credit Card,3,3.5,No
ORD101621,2024-11-13,CUST4514,New,Groceries,5,4620,16401.0,29.0,No,None,Wallet,4,2.9,No
ORD101622,2024-12-14,CUST7886,Regular,Beauty,1,9142,8410.640000000001,8.0,No,None,Credit Card,1,2.5,No
ORD101623,2024-04-24,CUST3910,Regular,Beauty,3,3450,5382.0,48.0,No,None,UPI,4,4.4,No
ORD101624,2024-07-04,CUST9572,Premium,Electronics,2,6762,9872.52,27.0,No,None,UPI,7,4.6,Yes
ORD101625,2024-11-18,CUST4553,Regular,Beauty,5,2458,9709.1,21.0,No,None,Wallet,5,3.1,No
ORD101626,2024-02-25,CUST5430,Regular,Home Decor,2,9302,16743.600000000002,10.0,No,None,Wallet,2,2.5,No
ORD101627,2024-02-09,CUST7988,Regular,Groceries,5,4010,16040.0,20.0,No,None,Wallet,4,4.7,Yes
ORD101628,2024-12-19,CUST6106,Regular,Electronics,1,783,743.8499999999999,5.0,No,None,Credit Card,2,2.8,No
ORD101629,2024-02-09,CUST7499,New,Groceries,3,3638,8185.5,25.0,No,None,Credit Card,3,3.5,No
ORD101630,2024-12-12,CUST9888,Regular,Electronics,1,8968,7622.8,15.0,No,None,,5,3.4,No
ORD101631,2024-08-24,CUST4794,Regular,Home Decor,5,6557,28522.95,13.0,No,None,Wallet,2,2.9,No
ORD101632,2024-10-15,CUST2678,Regular,Beauty,4,9544,25196.159999999996,34.0,No,None,COD,1,4.0,No
ORD101633,2024-09-18,CUST2124,Regular,Electronics,3,6346,11232.420000000002,41.0,No,None,COD,5,4.8,No
ORD101634,2024-08-03,CUST7005,Regular,Electronics,2,5190,6747.0,35.0,No,None,UPI,3,3.8,No
ORD101635,2024-05-26,CUST1404,Premium,Electronics,5,1983,7832.85,21.0,No,None,COD,1,4.9,No
ORD101636,2024-12-01,CUST8909,Regular,Home Decor,1,1293,1280.07,1.0,No,None,UPI,5,3.0,No
ORD101637,2024-06-16,CUST7100,Premium,Groceries,4,4732,16656.64,12.0,No,None,Wallet,4,4.6,No
ORD101638,2024-04-01,CUST2521,New,Home Decor,5,5317,23926.5,10.0,No,None,UPI,7,3.1,No
ORD101639,2024-12-18,CUST3194,Premium,Electronics,2,8138,14485.64,11.0,No,None,Wallet,6,3.1,No
ORD101640,2024-02-28,CUST8569,Regular,Electronics,1,6946,4723.28,32.0,No,None,Credit Card,5,2.8,No
ORD101641,2024-02-28,CUST6508,Regular,Beauty,3,2333,5529.21,21.0,No,None,COD,1,4.7,No
ORD101642,2024-10-30,CUST8703,New,Home Decor,4,8909,32785.12,,Yes,Diwali,Wallet,2,4.3,No
ORD101643,2024-06-17,CUST7042,Premium,Home Decor,5,9133,26029.050000000003,43.0,No,None,Credit Card,7,3.4,No
ORD101644,2024-09-25,CUST2835,New,Fashion,5,6320,29704.0,6.0,No,None,Credit Card,2,3.4,No
ORD101645,2024-12-28,CUST4693,New,Groceries,5,2677,11243.4,16.0,Yes,Christmas/New Year,Wallet,5,4.6,No
ORD101646,2024-02-14,CUST1065,New,Fashion,5,5158,23468.9,9.0,No,None,UPI,5,4.8,No
ORD101647,2024-12-10,CUST2529,New,Fashion,1,6337,3992.31,37.0,No,None,Wallet,3,4.0,No
ORD101648,2024-06-29,CUST4097,Premium,Groceries,3,3076,5721.36,38.0,No,None,COD,4,3.5,No
ORD101649,2024-06-18,CUST3847,Regular,Beauty,2,242,266.20000000000005,45.0,No,None,Credit Card,3,2.6,No
ORD101650,2024-12-21,CUST9461,New,Beauty,4,6029,18328.16,24.0,Yes,Christmas/New Year,UPI,6,2.8,No
ORD101651,2024-07-09,CUST7379,Premium,Groceries,5,3641,13471.7,26.0,No,None,Wallet,3,2.9,No
ORD101652,2024-06-03,CUST8759,Regular,Groceries,5,8795,31222.25,29.0,No,None,Wallet,2,3.2,No
ORD101653,2024-07-06,CUST5672,Premium,Home Decor,3,9718,20699.34,29.0,No,None,Credit Card,2,3.1,No
ORD101654,2024-01-07,CUST6542,Premium,Home Decor,3,6546,11390.04,42.0,No,None,Wallet,1,3.9,No
ORD101655,2024-05-12,CUST8399,New,Home Decor,1,7049,4722.83,,No,None,COD,6,4.9,No
ORD101656,2024-08-22,CUST7396,Premium,Home Decor,1,6886,4682.48,32.0,No,None,UPI,6,4.7,No
ORD101657,2024-02-14,CUST2583,Regular,Electronics,1,2850,1966.4999999999998,31.0,No,None,COD,3,3.8,No
ORD101658,2024-11-09,CUST1105,New,Electronics,4,4545,10726.2,41.0,Yes,Diwali,Credit Card,7,2.5,No
ORD101659,2024-09-05,CUST3979,New,Beauty,1,1077,958.53,11.0,No,None,UPI,1,2.7,Yes
ORD101660,2024-01-31,CUST9890,Premium,Electronics,5,2086,6258.0,40.0,No,None,Credit Card,5,4.7,No
ORD101661,2024-01-23,CUST1419,Regular,Electronics,1,1503,1172.3400000000001,22.0,Yes,Republic Day,Credit Card,1,3.2,No
ORD101662,2024-06-08,CUST2987,Regular,Home Decor,4,1940,5587.2,28.0,No,None,COD,2,3.3,No
ORD101663,2024-12-28,CUST6108,Premium,Home Decor,1,1312,760.96,42.0,Yes,Christmas/New Year,UPI,3,2.8,No
ORD101664,2024-06-06,CUST4250,Regular,Groceries,1,4076,4076.0,0.0,No,None,Credit Card,2,3.1,No
