Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Category,Units_Sold,Unit_Price,Revenue,Discount(%),Festival_Season,Festival_Name,Payment_Method,Delivery_Time(days),Customer_Rating,Returned,Sales
ORD102099,2024-04-11,CUST3461,Regular,Beauty,1,8267,5704.23,31.0,No,Non-Festival,Credit Card,7,3.4,No,3935.9186999999993
ORD102100,2024-05-11,CUST8683,Premium,Home Decor,1,5408,5137.599999999999,5.0,No,Non-Festival,Credit Card,2,3.7,No,4880.719999999999
ORD102101,2024-04-11,CUST6377,Regular,Electronics,1,6422,3853.2,40.0,No,Non-Festival,Wallet,7,4.5,No,2311.9199999999996
ORD102102,2024-01-19,CUST5176,New,Beauty,5,8008,26026.0,35.0,No,Non-Festival,UPI,7,3.4,No,16916.9
ORD102103,2024-03-22,CUST8872,New,Home Decor,4,2261,5607.28,38.0,Yes,Holi,Credit Card,2,4.7,No,3476.5135999999998
ORD102104,2024-10-05,CUST4940,Regular,Fashion,2,2763,4310.28,22.0,No,Non-Festival,UPI,1,3.3,No,3362.0184
ORD102105,2024-12-04,CUST8524,Regular,Beauty,1,3003,2162.16,28.0,No,Non-Festival,Credit Card,7,4.3,No,1556.7551999999998
ORD102106,2024-12-30,CUST6610,Regular,Electronics,4,6409,18201.56,29.0,Yes,Christmas/New Year,COD,3,4.2,No,12923.107600000001
ORD102107,2024-11-26,CUST6971,Regular,Electronics,4,2493,7877.88,21.0,No,Non-Festival,UPI,3,3.0,No,6223.5252
ORD102108,2024-05-08,CUST9220,New,Fashion,4,1825,6570.0,10.0,No,Non-Festival,COD,3,2.8,No,5913.0
ORD102109,2024-12-09,CUST2456,Regular,Home Decor,2,6009,9013.5,25.0,No,Non-Festival,Wallet,2,2.8,No,6760.125
ORD102110,2024-11-05,CUST8857,Regular,Beauty,4,771,2405.52,22.0,Yes,Diwali,COD,7,4.1,No,1876.3056000000001
ORD102111,2024-03-29,CUST7969,New,Fashion,1,7599,7447.019999999999,2.0,Yes,Holi,Wallet,1,2.5,No,7298.079599999998
ORD102112,2024-07-31,CUST6102,New,Home Decor,1,2600,1378.0,47.0,No,Non-Festival,Credit Card,2,4.2,No,730.34
ORD102113,2024-05-22,CUST9607,Premium,Groceries,3,8774,25005.9,5.0,No,Non-Festival,Wallet,6,4.5,No,23755.605
ORD102114,2024-03-05,CUST8155,Premium,Groceries,5,6029,28336.3,6.0,No,Non-Festival,Credit Card,5,3.3,No,26636.122
ORD102115,2024-03-16,CUST1232,Premium,Home Decor,4,1283,2925.24,43.0,No,Non-Festival,Credit Card,3,4.4,No,1667.3868
ORD102116,2024-07-17,CUST2544,New,Electronics,5,2149,6661.9,38.0,No,Non-Festival,Credit Card,7,3.8,No,4130.378
ORD102117,2024-05-22,CUST9966,Premium,Electronics,5,5730,22633.5,21.0,No,Non-Festival,Wallet,7,4.9,No,17880.465
ORD102118,2024-11-11,CUST2763,Premium,Groceries,5,5402,14315.3,47.0,No,Non-Festival,Credit Card,5,3.1,No,7587.109
ORD102119,2024-04-02,CUST1495,Regular,Electronics,5,5630,14356.5,49.0,No,Non-Festival,COD,6,3.7,No,7321.8150000000005
ORD102120,2024-10-31,CUST7901,Regular,Electronics,5,3697,10906.15,41.0,Yes,Diwali,COD,4,5.0,No,6434.628500000001
ORD102121,2024-08-11,CUST8040,Premium,Home Decor,1,5696,3873.28,32.0,Yes,Independence Day,Credit Card,7,4.8,No,2633.8304
ORD102122,2024-10-17,CUST9263,New,Home Decor,2,5130,6258.599999999999,39.0,No,Non-Festival,Credit Card,5,4.1,No,3817.7459999999996
ORD102123,2024-04-11,CUST3284,New,Electronics,4,3594,14088.48,2.0,No,Non-Festival,UPI,5,3.4,No,13806.7104
ORD102124,2024-09-23,CUST5269,New,Home Decor,4,9595,27249.8,29.0,No,Non-Festival,Wallet,7,4.3,No,19347.358
ORD102125,2024-12-20,CUST1327,Premium,Beauty,1,973,515.69,47.0,Yes,Christmas/New Year,UPI,5,3.7,Yes,273.31570000000005
ORD102126,2024-04-19,CUST5129,Premium,Groceries,1,7993,6154.610000000001,23.0,No,Non-Festival,COD,7,2.8,No,4739.0497000000005
ORD102127,2024-11-25,CUST7732,New,Beauty,5,2797,13705.3,2.0,No,Non-Festival,Wallet,7,4.5,No,13431.194
ORD102128,2024-09-21,CUST1994,Premium,Beauty,2,9795,19394.1,1.0,No,Non-Festival,COD,7,4.7,Yes,19200.159
ORD102129,2024-01-03,CUST2964,Regular,Electronics,4,8181,18652.68,43.0,No,Non-Festival,Wallet,2,3.5,No,10632.027600000001
ORD102130,2024-03-25,CUST6351,Regular,Electronics,3,3261,5967.63,39.0,Yes,Holi,Wallet,5,4.2,No,3640.2543
ORD102131,2024-10-08,CUST7064,New,Beauty,1,3525,2890.5,18.0,No,Non-Festival,Wallet,6,2.6,No,2370.21
ORD102132,2024-11-23,CUST6710,Regular,Beauty,3,1603,3702.93,23.0,No,Non-Festival,COD,3,3.0,No,2851.2561
ORD102133,2024-10-30,CUST3096,New,Fashion,4,3520,7180.8,49.0,Yes,Diwali,Credit Card,1,3.9,No,3662.208
ORD102134,2024-04-26,CUST5476,Regular,Fashion,1,7439,6025.59,19.0,No,Non-Festival,COD,4,3.8,No,4880.727900000001
ORD102135,2024-08-08,CUST9808,Premium,Groceries,4,6849,14793.84,46.0,No,Non-Festival,Wallet,3,4.9,No,7988.673600000001
ORD102136,2024-06-02,CUST8554,Premium,Beauty,1,7620,3962.4,48.0,No,Non-Festival,COD,1,4.6,No,2060.4480000000003
ORD102137,2024-06-01,CUST2740,Premium,Home Decor,4,7339,14971.56,49.0,No,Non-Festival,COD,3,4.1,No,7635.4956
ORD102138,2024-01-12,CUST4446,Regular,Fashion,3,1069,2244.9,30.0,No,Non-Festival,UPI,5,5.0,No,1571.43
ORD102139,2024-05-12,CUST9151,New,Electronics,2,6642,6774.84,49.0,No,Non-Festival,Wallet,4,3.1,No,3455.1684
ORD102140,2024-10-30,CUST4227,Premium,Beauty,1,9475,5685.0,40.0,Yes,Diwali,COD,7,4.8,No,3411.0
ORD102141,2024-10-19,CUST1119,Regular,Home Decor,3,1173,2463.3,30.0,No,Non-Festival,Wallet,3,3.3,No,1724.31
ORD102142,2024-10-26,CUST5346,Premium,Home Decor,4,9617,24619.52,36.0,Yes,Diwali,COD,4,4.0,No,15756.4928
ORD102143,2024-08-15,CUST2849,Regular,Home Decor,3,1388,2415.1200000000003,25.0,Yes,Independence Day,UPI,2,3.6,No,1811.3400000000001
ORD102144,2024-09-27,CUST4045,Regular,Electronics,1,5347,3849.84,28.0,No,Non-Festival,,2,3.6,No,2771.8848
ORD102145,2024-02-12,CUST6208,Regular,Fashion,3,3643,10601.13,3.0,No,Non-Festival,Credit Card,5,4.4,No,10283.096099999999
ORD102146,2024-12-08,CUST7176,New,Home Decor,4,5884,21417.76,9.0,No,Non-Festival,Wallet,5,3.4,No,19490.1616
ORD102147,2024-11-21,CUST8207,Premium,Fashion,5,1521,4943.25,35.0,No,Non-Festival,UPI,2,3.8,No,3213.1125
ORD102148,2024-10-28,CUST8722,Premium,Groceries,2,2223,2934.36,34.0,Yes,Diwali,COD,3,3.0,No,1936.6775999999998
ORD102149,2024-12-29,CUST7306,Regular,Electronics,2,6940,7356.400000000001,47.0,Yes,Christmas/New Year,UPI,7,4.4,No,3898.8920000000003
ORD102150,2024-01-21,CUST4567,Regular,Fashion,5,5668,22672.0,20.0,Yes,Republic Day,COD,1,3.9,No,18137.600000000002
ORD102151,2024-04-16,CUST7216,New,Fashion,1,638,370.04,42.0,No,Non-Festival,Wallet,1,3.1,No,214.62320000000003
ORD102152,2024-12-01,CUST4728,Premium,Home Decor,3,364,655.1999999999999,40.0,No,Non-Festival,COD,7,3.2,No,393.11999999999995
ORD102153,2024-10-29,CUST6433,New,Home Decor,3,5878,17634.0,0.0,Yes,Diwali,UPI,2,3.2,No,17634.0
ORD102154,2024-04-26,CUST6905,Regular,Electronics,5,8035,23703.250000000004,41.0,No,Non-Festival,Credit Card,1,4.2,No,13984.917500000003
ORD102155,2024-05-03,CUST6712,Regular,Fashion,5,3537,15739.65,11.0,No,Non-Festival,UPI,3,4.0,No,14008.2885
ORD102156,2024-10-07,CUST7826,New,Beauty,4,3550,10934.0,23.0,No,Non-Festival,Credit Card,1,4.6,No,8419.18
ORD102157,2024-10-18,CUST6823,Premium,Home Decor,4,1187,4700.52,1.0,No,Non-Festival,Credit Card,6,3.9,Yes,4653.514800000001
ORD102158,2024-07-21,CUST2440,Regular,Home Decor,2,2729,2947.32,46.0,No,Non-Festival,Wallet,1,3.3,No,1591.5528000000002
ORD102159,2024-02-20,CUST3834,Regular,Groceries,1,4812,3897.72,19.0,No,Non-Festival,UPI,7,4.9,No,3157.1532
ORD102160,2024-09-27,CUST9747,New,Electronics,1,4045,3438.25,15.0,No,Non-Festival,COD,6,4.7,No,2922.5125
ORD102161,2024-11-19,CUST7851,Regular,Fashion,5,5956,19952.6,33.0,No,Non-Festival,Credit Card,7,3.2,No,13368.241999999998
ORD102162,2024-10-03,CUST6475,Premium,Fashion,2,8305,14616.8,12.0,No,Non-Festival,UPI,2,4.8,No,12862.784
ORD102163,2024-05-20,CUST3279,Regular,Fashion,2,1526,2533.16,17.0,No,Non-Festival,Wallet,4,4.3,No,2102.5227999999997
ORD102164,2024-10-01,CUST8660,Regular,Home Decor,4,8419,24246.72,28.0,No,Non-Festival,COD,4,3.5,No,17457.6384
ORD102165,2024-10-16,CUST1438,New,Electronics,3,7124,12395.760000000002,42.0,No,Non-Festival,COD,3,3.7,No,7189.5408000000025
ORD102166,2024-11-29,CUST5341,Regular,Fashion,1,4793,4169.91,13.0,No,Non-Festival,COD,4,3.6,No,3627.8217
ORD102167,2024-02-21,CUST4466,Premium,Beauty,2,6862,9744.04,29.0,No,Non-Festival,UPI,5,4.5,No,6918.2684
ORD102168,2024-01-27,CUST5288,New,Groceries,4,393,1037.52,34.0,Yes,Republic Day,UPI,2,3.8,No,684.7631999999999
ORD102169,2024-06-05,CUST5789,Regular,Groceries,4,8983,33057.44,8.0,No,Non-Festival,COD,6,2.6,No,30412.844800000003
ORD102170,2024-08-26,CUST8598,Regular,Fashion,4,2689,6883.84,36.0,Yes,Raksha Bandhan,Wallet,6,3.7,No,4405.6576000000005
ORD102171,2024-06-04,CUST7598,Premium,Home Decor,3,6601,10891.65,45.0,No,Non-Festival,COD,4,3.2,No,5990.4075
ORD102172,2024-10-17,CUST2245,Regular,Groceries,2,8504,10544.96,38.0,No,Non-Festival,COD,1,3.9,No,6537.8751999999995
ORD102173,2024-05-15,CUST8909,Regular,Groceries,5,9709,43205.05,11.0,No,Non-Festival,Wallet,4,4.9,No,38452.4945
ORD102174,2024-05-23,CUST7047,Regular,Groceries,5,1937,7748.0,20.0,No,Non-Festival,Wallet,2,4.2,No,6198.400000000001
ORD102175,2024-04-15,CUST4388,Premium,Groceries,4,2261,7506.519999999999,17.0,No,Non-Festival,Wallet,1,4.9,No,6230.4115999999985
ORD102176,2024-06-06,CUST3439,Premium,Fashion,4,6483,23338.8,10.0,No,Non-Festival,COD,1,4.3,No,21004.92
ORD102177,2024-05-25,CUST1294,Premium,Electronics,3,9786,21724.92,26.0,No,Non-Festival,Wallet,6,2.7,No,16076.440799999998
ORD102178,2024-01-02,CUST9977,Regular,Electronics,4,7040,21683.2,23.0,No,Non-Festival,UPI,7,4.7,No,16696.064000000002
ORD102179,2024-03-17,CUST8913,Premium,Home Decor,2,3759,4510.8,40.0,No,Non-Festival,Wallet,2,3.0,No,2706.48
ORD102180,2024-05-11,CUST5903,New,Beauty,4,5661,13133.520000000002,42.0,No,Non-Festival,COD,3,4.7,No,7617.441600000002
ORD102181,2024-03-30,CUST4348,Premium,Electronics,4,7799,15909.96,49.0,Yes,Holi,Credit Card,3,4.4,No,8114.0796
ORD102182,2024-12-10,CUST4092,Premium,Beauty,2,4083,5471.219999999999,33.0,No,Non-Festival,Credit Card,2,4.6,No,3665.717399999999
ORD102183,2024-12-15,CUST2968,Premium,Electronics,1,3451,2795.3100000000004,19.0,No,Non-Festival,UPI,6,3.1,No,2264.2011000000007
ORD102184,2024-09-19,CUST4513,New,Electronics,5,5253,23113.2,12.0,No,Non-Festival,Credit Card,7,3.8,No,20339.616
ORD102185,2024-12-16,CUST7010,New,Home Decor,4,3214,6942.240000000001,46.0,No,Non-Festival,Credit Card,2,4.0,No,3748.8096000000005
ORD102186,2024-04-17,CUST1856,Regular,Groceries,2,1328,2470.08,7.0,No,Non-Festival,Credit Card,2,2.7,No,2297.1744
ORD102187,2024-03-14,CUST7765,Regular,Home Decor,5,7065,22608.0,36.0,No,Non-Festival,UPI,1,4.7,Yes,14469.12
ORD102188,2024-02-08,CUST4801,Regular,Electronics,3,6672,19215.36,4.0,No,Non-Festival,Credit Card,7,4.7,No,18446.7456
ORD102189,2024-06-07,CUST2613,Regular,Groceries,1,7616,7159.04,6.0,No,Non-Festival,COD,1,3.9,No,6729.4976
ORD102190,2024-03-11,CUST3140,Regular,Groceries,4,1896,4322.88,25.0,No,Non-Festival,Credit Card,2,3.6,No,3242.16
ORD102191,2024-11-07,CUST7967,New,Groceries,1,8524,7586.36,11.0,Yes,Diwali,Wallet,6,3.5,No,6751.8604
ORD102192,2024-08-28,CUST8199,Regular,Beauty,4,7607,18256.8,40.0,Yes,Raksha Bandhan,Credit Card,1,4.0,No,10954.08
ORD102193,2024-10-24,CUST1449,Premium,Electronics,4,7445,28886.6,3.0,Yes,Diwali,Credit Card,5,4.6,No,28020.001999999997
ORD102194,2024-02-05,CUST3709,Premium,Fashion,4,4865,11870.6,39.0,No,Non-Festival,COD,2,3.9,No,7241.066
ORD102195,2024-03-24,CUST2462,Regular,Home Decor,1,4420,3624.4,18.0,Yes,Holi,UPI,7,2.8,No,2972.0080000000003
ORD102196,2024-09-19,CUST6150,New,Beauty,3,7774,23322.0,25.0,No,Non-Festival,UPI,1,3.3,No,17491.5
ORD102197,2024-11-05,CUST5754,New,Home Decor,2,6370,7389.200000000001,42.0,Yes,Diwali,Credit Card,3,4.2,No,4285.736000000001
ORD102198,2024-06-20,CUST7576,Regular,Fashion,2,511,899.36,25.0,No,Non-Festival,COD,2,4.1,No,674.52
ORD102199,2024-06-21,CUST8211,Regular,Groceries,3,5634,8620.02,49.0,No,Non-Festival,Credit Card,7,3.8,No,4396.2102
ORD102200,2024-12-27,CUST5492,Regular,Fashion,3,601,1063.7700000000002,41.0,Yes,Christmas/New Year,,7,3.1,No,627.6243000000002
ORD102201,2024-02-16,CUST9550,Premium,Home Decor,4,5754,12888.96,44.0,No,Non-Festival,UPI,2,3.2,Yes,7217.8176
ORD102202,2024-05-20,CUST9342,Regular,Fashion,4,1796,5459.84,24.0,No,Non-Festival,Wallet,2,3.7,No,4149.4784
ORD102203,2024-04-27,CUST6568,Premium,Electronics,2,321,365.94000000000005,43.0,No,Non-Festival,Wallet,4,3.5,No,208.58580000000006
ORD102204,2024-10-03,CUST5931,New,Fashion,4,950,2128.0,44.0,No,Non-Festival,COD,2,3.3,No,1191.68
ORD102205,2024-08-01,CUST5871,Regular,Electronics,4,305,817.3999999999999,33.0,No,Non-Festival,COD,3,3.8,No,547.6579999999999
ORD102206,2024-08-07,CUST3549,New,Fashion,3,7134,14125.319999999998,34.0,No,Non-Festival,UPI,1,3.8,No,9322.711199999998
ORD102207,2024-01-26,CUST1790,Regular,Electronics,1,9451,7938.84,16.0,Yes,Republic Day,UPI,2,3.8,No,6668.6256
ORD102208,2024-01-09,CUST9491,New,Electronics,5,3438,12892.5,25.0,No,Non-Festival,UPI,6,3.6,No,9669.375
ORD102209,2024-09-27,CUST4180,Regular,Fashion,5,1444,5776.0,20.0,No,Non-Festival,Credit Card,5,4.2,No,4620.8
ORD102210,2024-01-10,CUST6071,Premium,Beauty,4,8467,30142.52,11.0,No,Non-Festival,Wallet,6,2.9,No,26826.842800000002
ORD102211,2024-04-30,CUST9502,Regular,Groceries,4,7065,24021.0,15.0,No,Non-Festival,Wallet,6,4.9,No,20417.85
ORD102212,2024-05-04,CUST5630,New,Groceries,5,9401,38074.05,19.0,No,Non-Festival,UPI,1,2.8,No,30839.980500000005
ORD102213,2024-06-18,CUST8585,Premium,Groceries,3,3482,9505.86,9.0,No,Non-Festival,UPI,3,4.3,No,8650.332600000002
ORD102214,2024-03-12,CUST4632,Regular,Electronics,5,2475,9652.5,22.0,No,Non-Festival,Wallet,4,4.3,Yes,7528.95
ORD102215,2024-05-31,CUST5274,Premium,Groceries,5,4008,10821.6,46.0,No,Non-Festival,,7,2.8,No,5843.664000000001
ORD102216,2024-07-26,CUST7656,Regular,Electronics,5,8844,31396.2,29.0,No,Non-Festival,UPI,3,5.0,No,22291.302
ORD102217,2024-02-18,CUST3881,Premium,Beauty,4,965,3589.8,7.0,No,Non-Festival,UPI,6,3.8,No,3338.514
ORD102218,2024-06-02,CUST5871,New,Fashion,4,4782,18362.88,25.0,No,Non-Festival,COD,4,3.4,No,13772.16
ORD102219,2024-12-12,CUST9546,Regular,Fashion,5,2915,12971.75,11.0,No,Non-Festival,UPI,1,3.6,No,11544.8575
ORD102220,2024-10-19,CUST7214,Regular,Electronics,4,1697,4004.920000000001,41.0,No,Non-Festival,Wallet,7,3.8,No,2362.9028000000008
ORD102221,2024-03-08,CUST2772,Regular,Electronics,5,3038,13215.3,13.0,No,Non-Festival,Wallet,4,2.6,No,11497.311
ORD102222,2024-02-19,CUST2599,Premium,Beauty,3,6236,16650.12,11.0,No,Non-Festival,COD,1,3.9,No,14818.6068
ORD102223,2024-05-31,CUST1205,Regular,Groceries,4,5266,16219.28,23.0,No,Non-Festival,Wallet,7,3.0,No,12488.8456
ORD102224,2024-01-19,CUST7356,Regular,Beauty,1,689,385.84,44.0,No,Non-Festival,COD,3,3.9,No,216.0704
ORD102225,2024-04-09,CUST7374,Regular,Fashion,4,6574,22088.64,16.0,No,Non-Festival,COD,6,4.1,No,18554.457599999998
ORD102226,2024-02-29,CUST7087,Regular,Fashion,3,2135,6405.0,0.0,No,Non-Festival,Wallet,3,2.6,No,6405.0
ORD102227,2024-06-15,CUST4109,New,Groceries,3,2949,5219.7300000000005,41.0,No,Non-Festival,COD,4,2.7,No,3079.640700000001
ORD102228,2024-07-20,CUST9615,Regular,Fashion,4,9495,24307.2,36.0,No,Non-Festival,Wallet,7,2.7,No,15556.608
ORD102229,2024-12-10,CUST1934,Premium,Electronics,2,8012,14421.6,10.0,No,Non-Festival,COD,5,4.6,No,12979.44
ORD102230,2024-05-25,CUST2365,Premium,Fashion,5,9991,29473.450000000004,41.0,No,Non-Festival,COD,6,4.8,No,17389.335500000005
ORD102231,2024-06-12,CUST3124,Premium,Home Decor,5,7664,36404.0,5.0,No,Non-Festival,COD,6,3.6,No,34583.799999999996
ORD102232,2024-08-29,CUST7355,Regular,Groceries,3,7977,20580.66,14.0,Yes,Raksha Bandhan,Wallet,3,4.7,No,17699.3676
ORD102233,2024-03-09,CUST7941,Premium,Groceries,4,8617,20680.8,40.0,No,Non-Festival,UPI,4,3.7,No,12408.48
ORD102234,2024-06-23,CUST1095,New,Groceries,2,6486,7912.92,39.0,No,Non-Festival,Credit Card,2,3.5,No,4826.8812
ORD102235,2024-02-18,CUST3816,Regular,Home Decor,1,4349,3392.2200000000003,22.0,No,Non-Festival,UPI,1,3.8,Yes,2645.9316000000003
ORD102236,2024-04-17,CUST7299,Regular,Beauty,5,6048,23587.2,22.0,No,Non-Festival,COD,2,4.5,No,18398.016
ORD102237,2024-08-13,CUST7736,Regular,Electronics,2,7856,9898.56,37.0,Yes,Independence Day,Wallet,7,3.1,No,6236.092799999999
ORD102238,2024-06-09,CUST5614,Regular,Groceries,5,2545,8016.75,37.0,No,Non-Festival,COD,2,3.3,No,5050.5525
ORD102239,2024-04-28,CUST2300,Regular,Fashion,4,5749,11957.92,48.0,No,Non-Festival,UPI,2,4.6,No,6218.1184
ORD102240,2024-05-28,CUST5904,Premium,Electronics,5,6880,30616.0,11.0,No,Non-Festival,Credit Card,4,4.8,No,27248.24
ORD102241,2024-05-29,CUST5557,Regular,Fashion,1,8970,8431.8,6.0,No,Non-Festival,UPI,3,2.8,No,7925.891999999999
ORD102242,2024-10-19,CUST7766,Premium,Electronics,4,1898,4858.88,36.0,No,Non-Festival,Wallet,6,4.3,No,3109.6832
ORD102243,2024-05-22,CUST1104,Premium,Electronics,3,7184,18319.2,15.0,No,Non-Festival,Wallet,2,2.5,No,15571.32
ORD102244,2024-06-08,CUST2471,Regular,Fashion,2,6237,7858.62,25.0,No,Non-Festival,UPI,7,3.1,No,5893.965
ORD102245,2024-01-11,CUST3926,Premium,Fashion,5,5456,16640.8,39.0,No,Non-Festival,UPI,4,2.7,No,10150.887999999999
ORD102246,2024-05-17,CUST1089,Regular,Electronics,4,6751,17822.64,34.0,No,Non-Festival,Credit Card,3,3.8,No,11762.942399999998
ORD102247,2024-03-18,CUST5395,New,Groceries,4,478,1166.32,39.0,No,Non-Festival,COD,1,3.4,No,711.4552
ORD102248,2024-03-17,CUST2780,Regular,Fashion,5,1668,6004.8,28.0,No,Non-Festival,Wallet,3,2.8,No,4323.456
ORD102249,2024-09-10,CUST3942,Premium,Home Decor,3,9332,17357.52,38.0,No,Non-Festival,Wallet,3,3.8,No,10761.662400000001
ORD102250,2024-09-14,CUST6223,New,Home Decor,5,2518,10575.6,16.0,No,Non-Festival,Credit Card,2,3.8,No,8883.504
ORD102251,2024-11-15,CUST3281,Regular,Electronics,3,4736,10656.0,25.0,No,Non-Festival,Wallet,7,3.2,No,7992.0
ORD102252,2024-10-17,CUST6375,Regular,Beauty,5,5547,22465.35,19.0,No,Non-Festival,Wallet,4,2.6,No,18196.9335
ORD102253,2024-09-19,CUST1254,Premium,Electronics,4,6139,13505.8,45.0,No,Non-Festival,UPI,6,4.6,No,7428.1900000000005
ORD102254,2024-03-25,CUST4714,Regular,Electronics,1,1983,1507.08,24.0,Yes,Holi,,7,3.5,No,1145.3808
ORD102255,2024-05-25,CUST2212,New,Groceries,1,6830,4302.9,37.0,No,Non-Festival,Credit Card,5,4.4,No,2710.8269999999998
ORD102256,2024-11-18,CUST4359,New,Groceries,4,3426,8496.48,38.0,No,Non-Festival,Wallet,1,3.6,No,5267.817599999999
ORD102257,2024-02-11,CUST6523,Regular,Beauty,1,9377,6001.28,36.0,No,Non-Festival,Credit Card,4,2.7,Yes,3840.8192
ORD102258,2024-05-04,CUST7007,Regular,Beauty,3,3019,7426.740000000001,18.0,No,Non-Festival,COD,6,3.5,No,6089.926800000001
ORD102259,2024-06-15,CUST8866,Regular,Beauty,4,4170,13344.0,20.0,No,Non-Festival,COD,2,4.7,No,10675.2
ORD102260,2024-08-28,CUST1474,Regular,Beauty,3,624,1291.6799999999998,31.0,Yes,Raksha Bandhan,Credit Card,4,2.5,No,891.2591999999999
ORD102261,2024-10-06,CUST9225,Premium,Beauty,4,2305,6730.599999999999,27.0,No,Non-Festival,Wallet,6,4.7,Yes,4913.338
ORD102262,2024-07-06,CUST6549,Premium,Electronics,3,2670,4966.2,38.0,No,Non-Festival,COD,5,4.1,No,3079.044
ORD102263,2024-10-28,CUST7519,Regular,Electronics,3,6094,10969.2,40.0,Yes,Diwali,Wallet,1,5.0,No,6581.52
ORD102264,2024-01-19,CUST1207,Regular,Home Decor,1,3994,3554.66,11.0,No,Non-Festival,UPI,7,4.8,No,3163.6474
ORD102265,2024-03-08,CUST8421,Regular,Home Decor,4,3091,6676.56,46.0,No,Non-Festival,Credit Card,3,4.7,No,3605.3424000000005
ORD102266,2024-08-05,CUST4611,Regular,Fashion,5,3347,14392.1,14.0,No,Non-Festival,COD,6,2.6,No,12377.206
ORD102267,2024-04-11,CUST8233,New,Electronics,1,4251,3103.23,27.0,No,Non-Festival,Wallet,1,3.2,No,2265.3579
ORD102268,2024-02-11,CUST4216,Regular,Beauty,3,3851,9242.4,20.0,No,Non-Festival,UPI,7,3.4,No,7393.92
ORD102269,2024-10-14,CUST8203,New,Fashion,3,8101,20657.55,15.0,No,Non-Festival,Credit Card,5,4.2,No,17558.9175
ORD102270,2024-06-15,CUST2199,Premium,Groceries,5,1374,5358.6,22.0,No,Non-Festival,COD,1,4.1,Yes,4179.7080000000005
ORD102271,2024-04-18,CUST1135,Premium,Electronics,5,3149,11808.75,25.0,No,Non-Festival,UPI,6,2.9,No,8856.5625
ORD102272,2024-02-05,CUST7065,Regular,Home Decor,3,8828,22776.24,14.0,No,Non-Festival,Credit Card,1,4.3,No,19587.5664
ORD102273,2024-08-19,CUST6484,Premium,Electronics,5,6316,20211.2,36.0,Yes,Independence Day,COD,2,2.9,Yes,12935.168000000001
ORD102274,2024-08-16,CUST4575,Premium,Electronics,2,434,772.52,11.0,Yes,Independence Day,Wallet,3,3.6,No,687.5427999999999
ORD102275,2024-12-18,CUST4256,Premium,Electronics,1,8112,7868.639999999999,3.0,No,Non-Festival,UPI,5,3.9,No,7632.580799999999
ORD102276,2024-06-12,CUST8328,Regular,Electronics,4,4970,13120.8,34.0,No,Non-Festival,UPI,2,4.7,No,8659.728
ORD102277,2024-03-13,CUST8601,Regular,Groceries,5,5328,18648.0,30.0,No,Non-Festival,Wallet,1,4.1,No,13053.599999999999
ORD102278,2024-05-15,CUST3392,Premium,Home Decor,5,5056,18707.2,26.0,No,Non-Festival,,1,3.8,No,13843.328
ORD102279,2024-12-18,CUST9043,Regular,Electronics,2,8359,11535.419999999998,31.0,No,Non-Festival,UPI,7,5.0,No,7959.439799999998
ORD102280,2024-03-10,CUST7650,Regular,Groceries,4,2674,7273.28,32.0,No,Non-Festival,Credit Card,4,3.8,No,4945.8304
ORD102281,2024-07-14,CUST9452,New,Fashion,2,426,749.76,12.0,No,Non-Festival,Wallet,2,2.6,Yes,659.7888
ORD102282,2024-09-25,CUST5534,Regular,Electronics,4,6360,16281.6,36.0,No,Non-Festival,UPI,5,2.6,No,10420.224
ORD102283,2024-02-18,CUST2323,Regular,Groceries,1,5001,2850.57,43.0,No,Non-Festival,Wallet,5,4.6,No,1624.8249000000003
ORD102284,2024-11-11,CUST3650,Regular,Beauty,5,5557,27507.15,1.0,No,Non-Festival,Credit Card,7,3.7,Yes,27232.0785
ORD102285,2024-05-09,CUST2595,Premium,Fashion,1,7748,4881.24,37.0,No,Non-Festival,Credit Card,5,3.4,No,3075.1812
ORD102286,2024-01-05,CUST6684,Regular,Home Decor,4,4195,10739.2,36.0,No,Non-Festival,Wallet,6,3.2,Yes,6873.088000000001
ORD102287,2024-01-27,CUST5671,Premium,Electronics,5,1610,4105.5,49.0,Yes,Republic Day,Wallet,6,3.2,No,2093.805
ORD102288,2024-06-08,CUST8300,Regular,Electronics,2,4964,9530.88,4.0,No,Non-Festival,COD,6,2.7,No,9149.644799999998
ORD102289,2024-05-28,CUST4676,Regular,Groceries,3,1537,3827.13,17.0,No,Non-Festival,Credit Card,5,3.3,No,3176.5179
ORD102290,2024-09-20,CUST8017,Premium,Home Decor,2,5620,5957.200000000001,47.0,No,Non-Festival,UPI,1,4.1,No,3157.3160000000007
ORD102291,2024-08-17,CUST2719,Regular,Beauty,3,317,798.8399999999999,16.0,Yes,Independence Day,Credit Card,6,3.5,No,671.0255999999999
ORD102292,2024-07-18,CUST1540,New,Fashion,2,2068,4094.64,1.0,No,Non-Festival,Credit Card,1,4.9,No,4053.6936
ORD102293,2024-02-19,CUST2810,Regular,Home Decor,4,2297,4777.76,48.0,No,Non-Festival,COD,7,4.2,No,2484.4352000000003
ORD102294,2024-03-07,CUST5312,Regular,Electronics,1,2013,1187.67,41.0,No,Non-Festival,,2,4.7,Yes,700.7253000000002
